sl_no,date,Name,Product_name,price
265,17-Mar-2018,JODHPUR (GRAIN),MUSTARD (LAHA)  - सरसों (laha) , 2635.00 / QUINTA
266,17-Mar-2018,JODHPUR (GRAIN),TARAMIRA  - तारामीरा  , 2881.00 / QUINTA
267,17-Mar-2018,JODHPUR (GRAIN),TIL (GAJJAR)  - तिल (गज्जर) , 4515.00 / QUINTA
268,17-Mar-2018,JODHPUR (GRAIN),WHEAT KANAK , 1710.00 / QUINTA
269,17-Mar-2018,KAMA,BAJRA SMALL  - छोटे बाजरा , 969.00 / QUINTA
270,17-Mar-2018,KAMA,GOWAR  - ग्वार , 2790.00 / QUINTA
271,17-Mar-2018,KAMA,MUSTARD (LAHA)  - सरसों (laha) , 3014.00 / QUINTA
272,17-Mar-2018,KAMA,WHEAT 1482  - गेहूं 1482 , 1513.00 / QUINTA
273,17-Mar-2018,KEKRI,BAJRA BOLD  - बाजरा बोल्ड , 901.00 / QUINTA
274,17-Mar-2018,KEKRI,BARLEY  - जौ , 1126.00 / QUINTA
275,17-Mar-2018,KEKRI,GRAM  - चना , 4046.00 / QUINTA
276,17-Mar-2018,KEKRI,JOWAR WHITE  - सफेद ज्वार , 1584.00 / QUINTA
277,17-Mar-2018,KEKRI,KAPAS AMERICAN  - अमेरिकन कपास , 4334.00 / QUINTA
278,17-Mar-2018,KEKRI,MAIZE RED  - लाल मक्का , 1335.00 / QUINTA
279,17-Mar-2018,KEKRI,MOONG (LOCAL)  - मूंग (स्थानीय) , 3827.00 / QUINTA
280,17-Mar-2018,KEKRI,MUSTARD (LAHA)  - सरसों (laha) , 3146.00 / QUINTA
281,17-Mar-2018,KEKRI,URAD (LOCAL)  - उड़द (स्थानीय) , 3810.00 / QUINTA
282,17-Mar-2018,KEKRI,WHEAT MAXICAN  - गेहूं मैक्सिकन , 1396.00 / QUINTA
,,,,
283,17-Mar-2018,KESRISINGHPUR,GOWAR  - ग्वार , 3132.00 / QUINTA
284,17-Mar-2018,KESRISINGHPUR,GRAM  - चना , 4002.00 / QUINTA
285,17-Mar-2018,KESRISINGHPUR,KAPAS AMERICAN  - अमेरिकन कपास , 3866.00 / QUINTA
286,17-Mar-2018,KESRISINGHPUR,KAPAS DESHI  - कपास देशी , 4720.00 / QUINTA
287,17-Mar-2018,KESRISINGHPUR,MOONG (LOCAL)  - मूंग (स्थानीय) , 3935.00 / QUINTA
288,17-Mar-2018,KESRISINGHPUR,MUSTARD (LAHA)  - सरसों (laha) , 3106.00 / QUINTA
,,,,
289,17-Mar-2018,KESRISINGHPUR,WHEAT 1482  - गेहूं 1482 , 1452.00 / QUINTA
290,17-Mar-2018,KHAIRTHAL,BAJRA SMALL  - छोटे बाजरा , 1008.00 / QUINTA
291,17-Mar-2018,KHAIRTHAL,GOWAR  - ग्वार , 2860.00 / QUINTA
292,17-Mar-2018,KHAIRTHAL,MUSTARD (LAHA)  - सरसों (laha) , 3045.00 / QUINTA
293,17-Mar-2018,KHAIRTHAL,WHEAT 1482  - गेहूं 1482 , 1490.00 / QUINTA
294,17-Mar-2018,KHAJUWALA,BARLEY  - जौ , 1105.00 / QUINTA
295,17-Mar-2018,KHAJUWALA,GRAM  - चना , 4410.00 / QUINTA
296,17-Mar-2018,KHAJUWALA,MOONG (LOCAL)  - मूंग (स्थानीय) , 3986.00 / QUINTA
297,17-Mar-2018,KHAJUWALA,MUSTARD (LAHA)  - सरसों (laha) , 2941.00 / QUINTA
298,17-Mar-2018,KHAJUWALA,WHEAT 1482  - गेहूं 1482 , 1376.00 / QUINTA
299,17-Mar-2018,KHERLI,BAJRA SMALL  - छोटे बाजरा , 992.00 / QUINTA
300,17-Mar-2018,KHERLI,MUSTARD (LAHA)  - सरसों (laha) , 3276.00 / QUINTA
301,17-Mar-2018,KHERLI,TIL (WHITE)  - तिल (सफेद) , 5280.00 / QUINTA
302,17-Mar-2018,KHERLI,WHEAT 1482  - गेहूं 1482 , 1393.00 / QUINTA
303,17-Mar-2018,KISHANGARH RENWAL,BAJRA BOLD  - बाजरा बोल्ड , 995.00 / QUINTA
304,17-Mar-2018,KISHANGARH RENWAL,GOWAR  - ग्वार , 3082.00 / QUINTA
305,17-Mar-2018,KISHANGARH RENWAL,GRAM  - चना , 3655.00 / QUINTA
306,17-Mar-2018,KISHANGARH RENWAL,MUSTARD (LAHA)  - सरसों (laha) , 3060.00 / QUINTA
307,17-Mar-2018,KISHANGARH RENWAL,WHEAT MAXICAN  - गेहूं मैक्सिकन , 1445.00 / QUINTA
308,17-Mar-2018,KOTA,BARLEY  - जौ , 1080.00 / QUINTA
309,17-Mar-2018,KOTA,DHANIA BOLD  - धनिया बोल्ड , 3520.00 / QUINTA
310,17-Mar-2018,KOTA,GRAM  - चना , 4317.00 / QUINTA
311,17-Mar-2018,KOTA,JOWAR LOCAL  - ज्वार (लोकल) , 1242.00 / QUINTA
312,17-Mar-2018,KOTA,MAIZE WHITE  - सफेद मक्का , 953.00 / QUINTA
313,17-Mar-2018,KOTA,METHI  - मेथी , 1958.00 / QUINTA
314,17-Mar-2018,KOTA,MOONG (LOCAL)  - मूंग (स्थानीय) , 3655.00 / QUINTA
,,,,
315,17-Mar-2018,KOTA,MUSTARD (LAHA)  - सरसों (laha) , 3058.00 / QUINTA
316,17-Mar-2018,KOTA,PADDY (LOCAL)  - धान (स्थानीय) , 2205.00 / QUINTA
317,17-Mar-2018,KOTA,SOYABEAN YELLOW  - पीला सोयाबीन , 2158.00 / QUINTA
318,17-Mar-2018,KOTA,TIL (GAJJAR)  - तिल (गज्जर) , 5375.00 / QUINTA
319,17-Mar-2018,KOTA,URAD (LOCAL)  - उड़द (स्थानीय) , 2915.00 / QUINTA
320,17-Mar-2018,KOTA,WHEAT MAXICAN  - गेहूं मैक्सिकन , 1446.00 / QUINTA
,,,,
321,17-Mar-2018,KOTA (F & V),APPLE  - सेब , 3300.00 / QUINTA
322,17-Mar-2018,KOTA (F & V),BANANA  - केला , 1290.00 / QUINTA
323,17-Mar-2018,KOTA (F & V),BOTTLE GOURD  - लौकी , 935.00 / QUINTA
324,17-Mar-2018,KOTA (F & V),BRINJAL  - बैंगन , 801.00 / QUINTA
325,17-Mar-2018,KOTA (F & V),CABBAGE  - गोभी , 1204.00 / QUINTA
326,17-Mar-2018,KOTA (F & V),CAPSICUM  - शिमला मिर्च , 4140.00 / QUINTA
327,17-Mar-2018,KOTA (F & V),CAULI FLOWER  - गोभी , 1610.00 / QUINTA
328,17-Mar-2018,KOTA (F & V),CHILLY  - चिल्ली , 1365.00 / QUINTA
329,17-Mar-2018,KOTA (F & V),CLUSTER BEANS  - ग्वार फली , 1610.00 / QUINTA
330,17-Mar-2018,KOTA (F & V),CUCUMBER  - खीरा , 1148.00 / QUINTA
331,17-Mar-2018,KOTA (F & V),GARLIC  - लहसुन , 3600.00 / QUINTA
332,17-Mar-2018,KOTA (F & V),GINGER  - अदरक , 1785.00 / QUINTA
333,17-Mar-2018,KOTA (F & V),GREEN PEAS  - हरी मटर , 5655.00 / QUINTA
334,17-Mar-2018,KOTA (F & V),LEMON  - नींबू , 2112.00 / QUINTA
335,17-Mar-2018,KOTA (F & V),MOSAMBI  - मौसंबी , 2720.00 / QUINTA
336,17-Mar-2018,KOTA (F & V),OKRA (LADY FINGER)  - भिन्डी , 1320.00 / QUINTA
337,17-Mar-2018,KOTA (F & V),ONION  - प्याज , 1386.00 / QUINTA
338,17-Mar-2018,KOTA (F & V),PAPAYA  - पपीता , 1275.00 / QUINTA
339,17-Mar-2018,KOTA (F & V),POTATO  - आलू , 305.00 / QUINTA
340,17-Mar-2018,KOTA (F & V),TOMATO  - टमाटर , 2730.00 / QUINTA
341,17-Mar-2018,LALSOT,BAJRA BOLD  - बाजरा बोल्ड , 1005.00 / QUINTA
342,17-Mar-2018,LALSOT,GOWAR  - ग्वार , 2809.00 / QUINTA
343,17-Mar-2018,LALSOT,GRAM  - चना , 4214.00 / QUINTA
344,17-Mar-2018,LALSOT,GROUNDNUT (WHITE)  - मूंगफली (सफेद) , 2958.00 / QUINTA
345,17-Mar-2018,LALSOT,MUSTARD (LAHA)  - सरसों (laha) , 3080.00 / QUINTA
346,17-Mar-2018,LALSOT,TIL (GAJJAR)  - तिल (गज्जर) , 5785.00 / QUINTA
,,,,
347,17-Mar-2018,LALSOT,WHEAT MAXICAN  - गेहूं मैक्सिकन , 1467.00 / QUINTA
348,17-Mar-2018,LOONKARNSAR,GOWAR  - ग्वार , 3226.00 / QUINTA
349,17-Mar-2018,LOONKARNSAR,GROUNDNUT (WHITE)  - मूंगफली (सफेद) , 3191.00 / QUINTA
350,17-Mar-2018,LOONKARNSAR,MOTH  - मोठ , 2852.00 / QUINTA
351,17-Mar-2018,MADANGANJ KISHANGARH,BAJRA BOLD  - बाजरा बोल्ड , 968.00 / QUINTA
352,17-Mar-2018,MADANGANJ KISHANGARH,BARLEY  - जौ , 1228.00 / QUINTA
,,,,
353,17-Mar-2018,MADANGANJ KISHANGARH,CHAULA  - छोला , 4089.00 / QUINTA
354,17-Mar-2018,MADANGANJ KISHANGARH,GOWAR  - ग्वार , 2970.00 / QUINTA
355,17-Mar-2018,MADANGANJ KISHANGARH,GRAM  - चना , 3822.00 / QUINTA
356,17-Mar-2018,MADANGANJ KISHANGARH,JOWAR WHITE  - सफेद ज्वार , 1491.00 / QUINTA
357,17-Mar-2018,MADANGANJ KISHANGARH,MAIZE RED  - लाल मक्का , 1343.00 / QUINTA
358,17-Mar-2018,MADANGANJ KISHANGARH,MOONG (LOCAL)  - मूंग (स्थानीय) , 3611.00 / QUINTA
359,17-Mar-2018,MADANGANJ KISHANGARH,MUSTARD (LAHA)  - सरसों (laha) , 2781.00 / QUINTA
360,17-Mar-2018,MADANGANJ KISHANGARH,TARAMIRA  - तारामीरा  , 2764.00 / QUINTA
361,17-Mar-2018,MADANGANJ KISHANGARH,TIL (GAJJAR)  - तिल (गज्जर) , 4872.00 / QUINTA
362,17-Mar-2018,MADANGANJ KISHANGARH,URAD (LOCAL)  - उड़द (स्थानीय) , 2864.00 / QUINTA
363,17-Mar-2018,MADANGANJ KISHANGARH,WHEAT MAXICAN  - गेहूं मैक्सिकन , 1408.00 / QUINTA
364,17-Mar-2018,MAHUA MANDAWAR,GOWAR  - ग्वार , 2491.00 / QUINTA
365,17-Mar-2018,MAHUA MANDAWAR,GRAM  - चना , 4140.00 / QUINTA
366,17-Mar-2018,MAHUA MANDAWAR,JOWAR LOCAL  - ज्वार (लोकल) , 1572.00 / QUINTA
367,17-Mar-2018,MAHUA MANDAWAR,MUSTARD (LAHA)  - सरसों (laha) , 3247.00 / QUINTA
368,17-Mar-2018,MAHUA MANDAWAR,TARAMIRA  - तारामीरा  , 2490.00 / QUINTA
369,17-Mar-2018,MAHUA MANDAWAR,WHEAT MAXICAN  - गेहूं मैक्सिकन , 1460.00 / QUINTA
370,17-Mar-2018,MALPURA,BAJRA BOLD  - बाजरा बोल्ड , 963.00 / QUINTA
371,17-Mar-2018,MALPURA,BARLEY  - जौ , 1075.00 / QUINTA
372,17-Mar-2018,MALPURA,GRAM  - चना , 4080.00 / QUINTA
373,17-Mar-2018,MALPURA,GROUNDNUT (WHITE)  - मूंगफली (सफेद) , 2822.00 / QUINTA
374,17-Mar-2018,MALPURA,JOWAR WHITE  - सफेद ज्वार , 1514.00 / QUINTA
375,17-Mar-2018,MALPURA,MAIZE RED  - लाल मक्का , 1474.00 / QUINTA
376,17-Mar-2018,MALPURA,MOONG (LOCAL)  - मूंग (स्थानीय) , 3528.00 / QUINTA
377,17-Mar-2018,MALPURA,MUSTARD (LAHA)  - सरसों (laha) , 3154.00 / QUINTA
378,17-Mar-2018,MALPURA,TARAMIRA  - तारामीरा  , 3071.00 / QUINTA
,,,,
379,17-Mar-2018,MALPURA,TIL (GAJJAR)  - तिल (गज्जर) , 5270.00 / QUINTA
380,17-Mar-2018,MALPURA,URAD (LOCAL)  - उड़द (स्थानीय) , 2940.00 / QUINTA
381,17-Mar-2018,MALPURA,WHEAT MAXICAN  - गेहूं मैक्सिकन , 1373.00 / QUINTA
382,17-Mar-2018,MANDALGARH,MAIZE RED  - लाल मक्का , 1272.00 / QUINTA
383,17-Mar-2018,MANDALGARH,WHEAT MAXICAN  - गेहूं मैक्सिकन , 1398.00 / QUINTA
384,17-Mar-2018,MANDAWARI,BAJRA BOLD  - बाजरा बोल्ड , 1031.00 / QUINTA
,,,,
385,17-Mar-2018,MANDAWARI,GOWAR  - ग्वार , 2843.00 / QUINTA
386,17-Mar-2018,MANDAWARI,MUSTARD (LAHA)  - सरसों (laha) , 3102.00 / QUINTA
387,17-Mar-2018,MANDAWARI,TIL (GAJJAR)  - तिल (गज्जर) , 5680.00 / QUINTA
388,17-Mar-2018,MANDAWARI,WHEAT MAXICAN  - गेहूं मैक्सिकन , 1383.00 / QUINTA
389,17-Mar-2018,NADBAI,BAJRA SMALL  - छोटे बाजरा , 987.00 / QUINTA
390,17-Mar-2018,NADBAI,GOWAR  - ग्वार , 2820.00 / QUINTA
391,17-Mar-2018,NADBAI,MUSTARD (LAHA)  - सरसों (laha) , 3010.00 / QUINTA
392,17-Mar-2018,NADBAI,WHEAT 1482  - गेहूं 1482 , 1361.00 / QUINTA
393,17-Mar-2018,NAGAR,MUSTARD (LAHA)  - सरसों (laha) , 3231.00 / QUINTA
394,17-Mar-2018,NAGAR,WHEAT 1482  - गेहूं 1482 , 1393.00 / QUINTA
395,17-Mar-2018,NEWAI,BAJRA BOLD  - बाजरा बोल्ड , 968.00 / QUINTA
396,17-Mar-2018,NEWAI,BARLEY  - जौ , 1183.00 / QUINTA
397,17-Mar-2018,NEWAI,GOWAR  - ग्वार , 2604.00 / QUINTA
398,17-Mar-2018,NEWAI,GRAM  - चना , 4558.00 / QUINTA
399,17-Mar-2018,NEWAI,GROUNDNUT (WHITE)  - मूंगफली (सफेद) , 3185.00 / QUINTA
400,17-Mar-2018,NEWAI,JOWAR WHITE  - सफेद ज्वार , 1716.00 / QUINTA
401,17-Mar-2018,NEWAI,MOONG (LOCAL)  - मूंग (स्थानीय) , 3444.00 / QUINTA
402,17-Mar-2018,NEWAI,MUSTARD (LAHA)  - सरसों (laha) , 3194.00 / QUINTA
403,17-Mar-2018,NEWAI,TIL (GAJJAR)  - तिल (गज्जर) , 5670.00 / QUINTA
404,17-Mar-2018,NEWAI,URAD (LOCAL)  - उड़द (स्थानीय) , 3036.00 / QUINTA
405,17-Mar-2018,NEWAI,WHEAT MAXICAN  - गेहूं मैक्सिकन , 1411.00 / QUINTA
406,17-Mar-2018,NOHAR,GOWAR  - ग्वार , 3052.00 / QUINTA
407,17-Mar-2018,NOHAR,GRAM  - चना , 4450.00 / QUINTA
408,17-Mar-2018,NOHAR,GROUNDNUT (WHITE)  - मूंगफली (सफेद) , 3063.00 / QUINTA
409,17-Mar-2018,NOHAR,KAPAS AMERICAN  - अमेरिकन कपास , 3983.00 / QUINTA
410,17-Mar-2018,NOHAR,MOONG (LOCAL)  - मूंग (स्थानीय) , 4505.00 / QUINTA
,,,,
411,17-Mar-2018,NOHAR,MOTH  - मोठ , 2925.00 / QUINTA
412,17-Mar-2018,NOHAR,MUSTARD (LAHA)  - सरसों (laha) , 2958.00 / QUINTA
413,17-Mar-2018,NOKHA,GOWAR  - ग्वार , 3113.00 / QUINTA
414,17-Mar-2018,NOKHA,GRAM  - चना , 4115.00 / QUINTA
415,17-Mar-2018,NOKHA,GROUNDNUT (WHITE)  - मूंगफली (सफेद) , 2828.00 / QUINTA
416,17-Mar-2018,NOKHA,JEERA (CUMIN)  - जीरा (जीरा) , 14259.00 / QUINTA
,,,,
417,17-Mar-2018,NOKHA,METHI  - मेथी , 2445.00 / QUINTA
418,17-Mar-2018,NOKHA,MOONG (LOCAL)  - मूंग (स्थानीय) , 3571.00 / QUINTA
419,17-Mar-2018,NOKHA,MOTH  - मोठ , 2866.00 / QUINTA
420,17-Mar-2018,NOKHA,TIL (GAJJAR)  - तिल (गज्जर) , 5082.00 / QUINTA
421,17-Mar-2018,NOKHA,WHEAT 1482  - गेहूं 1482 , 1466.00 / QUINTA
422,17-Mar-2018,PADAMPUR,GOWAR  - ग्वार , 2937.00 / QUINTA
423,17-Mar-2018,PADAMPUR,GRAM  - चना , 4080.00 / QUINTA
424,17-Mar-2018,PADAMPUR,KAPAS AMERICAN  - अमेरिकन कपास , 4131.00 / QUINTA
425,17-Mar-2018,PADAMPUR,MOONG (LOCAL)  - मूंग (स्थानीय) , 3694.00 / QUINTA
426,17-Mar-2018,PADAMPUR,MUSTARD (LAHA)  - सरसों (laha) , 3062.00 / QUINTA
427,17-Mar-2018,PADAMPUR,WHEAT 1482  - गेहूं 1482 , 1536.00 / QUINTA
428,17-Mar-2018,PILIBANGA,GOWAR  - ग्वार , 2947.00 / QUINTA
429,17-Mar-2018,PILIBANGA,KAPAS AMERICAN  - अमेरिकन कपास , 4176.00 / QUINTA
430,17-Mar-2018,PILIBANGA,KAPAS DESHI  - कपास देशी , 2002.00 / QUINTA
431,17-Mar-2018,PILIBANGA,MUSTARD (LAHA)  - सरसों (laha) , 3052.00 / QUINTA
432,17-Mar-2018,PILIBANGA,WHEAT MAXICAN  - गेहूं मैक्सिकन , 1516.00 / QUINTA
433,17-Mar-2018,RAISINGH NAGAR,BAJRA BOLD  - बाजरा बोल्ड , 1035.00 / QUINTA
434,17-Mar-2018,RAISINGH NAGAR,GOWAR  - ग्वार , 2919.00 / QUINTA
435,17-Mar-2018,RAISINGH NAGAR,GRAM  - चना , 4420.00 / QUINTA
436,17-Mar-2018,RAISINGH NAGAR,KAPAS AMERICAN  - अमेरिकन कपास , 4073.00 / QUINTA
437,17-Mar-2018,RAISINGH NAGAR,KAPAS DESHI  - कपास देशी , 4611.00 / QUINTA
438,17-Mar-2018,RAISINGH NAGAR,MOONG (LOCAL)  - मूंग (स्थानीय) , 3528.00 / QUINTA
439,17-Mar-2018,RAISINGH NAGAR,MUSTARD (LAHA)  - सरसों (laha) , 2913.00 / QUINTA
440,17-Mar-2018,RAISINGH NAGAR,WHEAT 1482  - गेहूं 1482 , 1430.00 / QUINTA
441,17-Mar-2018,RAJGARH,BITTER GOURD  - करेला , 1080.00 / QUINTA
442,17-Mar-2018,RAJGARH,BOTTLE GOURD  - लौकी , 534.00 / QUINTA
,,,,
443,17-Mar-2018,RAJGARH,CAULI FLOWER  - गोभी , 680.00 / QUINTA
444,17-Mar-2018,RAJGARH,CHILLY  - चिल्ली , 2208.00 / QUINTA
445,17-Mar-2018,RAJGARH,CUCUMBER  - खीरा , 1365.00 / QUINTA
446,17-Mar-2018,RAJGARH,GINGER  - अदरक , 4550.00 / QUINTA
447,17-Mar-2018,RAJGARH,LEMON  - नींबू , 4400.00 / QUINTA
448,17-Mar-2018,RAJGARH,ONION  - प्याज , 3640.00 / QUINTA
,,,,
449,17-Mar-2018,RAJGARH,PAPAYA  - पपीता , 1320.00 / QUINTA
450,17-Mar-2018,RAJGARH,POME GRANATE  - अनार , 5810.00 / QUINTA
451,17-Mar-2018,RAJGARH,POTATO  - आलू , 364.00 / QUINTA
452,17-Mar-2018,RAJGARH,TINDA  - टिंडा , 1660.00 / QUINTA
453,17-Mar-2018,RAJGARH,TOMATO  - टमाटर , 2200.00 / QUINTA
454,17-Mar-2018,RANI,BARLEY  - जौ , 1092.00 / QUINTA
455,17-Mar-2018,RANI,GOWAR  - ग्वार , 2805.00 / QUINTA
456,17-Mar-2018,RANI,KAPAS AMERICAN  - अमेरिकन कपास , 4034.00 / QUINTA
457,17-Mar-2018,RANI,METHI  - मेथी , 1909.00 / QUINTA
458,17-Mar-2018,RANI,MOONG (LOCAL)  - मूंग (स्थानीय) , 3740.00 / QUINTA
459,17-Mar-2018,RANI,URAD (LOCAL)  - उड़द (स्थानीय) , 3240.00 / QUINTA
460,17-Mar-2018,RANI,WHEAT KANAK , 1376.00 / QUINTA
461,17-Mar-2018,RAWATSAR,GOWAR  - ग्वार , 2923.00 / QUINTA
462,17-Mar-2018,RAWATSAR,GROUNDNUT (WHITE)  - मूंगफली (सफेद) , 3030.00 / QUINTA
463,17-Mar-2018,RAWATSAR,KAPAS AMERICAN  - अमेरिकन कपास , 3893.00 / QUINTA
464,17-Mar-2018,RAWATSAR,KAPAS DESHI  - कपास देशी , 5643.00 / QUINTA
465,17-Mar-2018,RAWATSAR,MOONG (LOCAL)  - मूंग (स्थानीय) , 3420.00 / QUINTA
466,17-Mar-2018,RAWATSAR,MOTH  - मोठ , 2795.00 / QUINTA
467,17-Mar-2018,RAWATSAR,MUSTARD (LAHA)  - सरसों (laha) , 3054.00 / QUINTA
468,17-Mar-2018,RAWATSAR,TIL (GAJJAR)  - तिल (गज्जर) , 5246.00 / QUINTA
469,17-Mar-2018,RAWLA,GOWAR  - ग्वार , 2905.00 / QUINTA
470,17-Mar-2018,RAWLA,GRAM  - चना , 4201.00 / QUINTA
471,17-Mar-2018,RAWLA,KAPAS AMERICAN  - अमेरिकन कपास , 3754.00 / QUINTA
472,17-Mar-2018,RAWLA,MOONG (LOCAL)  - मूंग (स्थानीय) , 4095.00 / QUINTA
473,17-Mar-2018,RAWLA,MUSTARD (LAHA)  - सरसों (laha) , 3003.00 / QUINTA
474,17-Mar-2018,RAWLA,WHEAT 1482  - गेहूं 1482 , 1491.00 / QUINTA
,,,,
475,17-Mar-2018,RIDHMALSAR,GOWAR  - ग्वार , 3069.00 / QUINTA
476,17-Mar-2018,RIDHMALSAR,GRAM  - चना , 4077.00 / QUINTA
477,17-Mar-2018,RIDHMALSAR,KAPAS AMERICAN  - अमेरिकन कपास , 4127.00 / QUINTA
478,17-Mar-2018,RIDHMALSAR,MOONG (LOCAL)  - मूंग (स्थानीय) , 3634.00 / QUINTA
479,17-Mar-2018,RIDHMALSAR,MUSTARD (LAHA)  - सरसों (laha) , 3130.00 / QUINTA
480,17-Mar-2018,RIDHMALSAR,WHEAT 1482  - गेहूं 1482 , 1498.00 / QUINTA
,,,,
481,17-Mar-2018,SADULPUR,BAJRA BOLD  - बाजरा बोल्ड , 1025.00 / QUINTA
482,17-Mar-2018,SADULPUR,GOWAR  - ग्वार , 3077.00 / QUINTA
483,17-Mar-2018,SADULPUR,MOTH  - मोठ , 2790.00 / QUINTA
484,17-Mar-2018,SADULSHAHAR,GOWAR  - ग्वार , 3123.00 / QUINTA
485,17-Mar-2018,SADULSHAHAR,KAPAS AMERICAN  - अमेरिकन कपास , 3924.00 / QUINTA
486,17-Mar-2018,SADULSHAHAR,KAPAS DESHI  - कपास देशी , 4788.00 / QUINTA
487,17-Mar-2018,SADULSHAHAR,MOONG (LOCAL)  - मूंग (स्थानीय) , 3268.00 / QUINTA
488,17-Mar-2018,SADULSHAHAR,MUSTARD (LAHA)  - सरसों (laha) , 3248.00 / QUINTA
489,17-Mar-2018,SADULSHAHAR,WHEAT MAXICAN  - गेहूं मैक्सिकन , 1442.00 / QUINTA
490,17-Mar-2018,SANGRIA,BAJRA BOLD  - बाजरा बोल्ड , 1099.00 / QUINTA
491,17-Mar-2018,SANGRIA,GOWAR  - ग्वार , 2923.00 / QUINTA
492,17-Mar-2018,SANGRIA,KAPAS AMERICAN  - अमेरिकन कपास , 4416.00 / QUINTA
493,17-Mar-2018,SANGRIA,MOONG (LOCAL)  - मूंग (स्थानीय) , 3799.00 / QUINTA
494,17-Mar-2018,SANGRIA,MUSTARD (LAHA)  - सरसों (laha) , 2917.00 / QUINTA
495,17-Mar-2018,SARDAR SHAHAR,GOWAR  - ग्वार , 2520.00 / QUINTA
496,17-Mar-2018,SARDAR SHAHAR,GROUNDNUT (WHITE)  - मूंगफली (सफेद) , 3219.00 / QUINTA
497,17-Mar-2018,SARDAR SHAHAR,MOTH  - मोठ , 2903.00 / QUINTA
498,17-Mar-2018,SARDAR SHAHAR,MUSTARD (LAHA)  - सरसों (laha) , 2919.00 / QUINTA
499,17-Mar-2018,SAWAI MADHOPUR,BAJRA BOLD  - बाजरा बोल्ड , 930.00 / QUINTA
500,17-Mar-2018,SAWAI MADHOPUR,GRAM  - चना , 4165.00 / QUINTA
501,17-Mar-2018,SAWAI MADHOPUR,JOWAR LOCAL  - ज्वार (लोकल) , 1165.00 / QUINTA
502,17-Mar-2018,SAWAI MADHOPUR,MASUR  - मसूर , 2771.00 / QUINTA
503,17-Mar-2018,SAWAI MADHOPUR,MUSTARD (LAHA)  - सरसों (laha) , 2947.00 / QUINTA
504,17-Mar-2018,SAWAI MADHOPUR,SOYABEAN YELLOW  - पीला सोयाबीन , 2295.00 / QUINTA
505,17-Mar-2018,SAWAI MADHOPUR,TIL (GAJJAR)  - तिल (गज्जर) , 6072.00 / QUINTA
506,17-Mar-2018,SAWAI MADHOPUR,URAD (LOCAL)  - उड़द (स्थानीय) , 3194.00 / QUINTA
,,,,
507,17-Mar-2018,SAWAI MADHOPUR,WHEAT MAXICAN  - गेहूं मैक्सिकन , 1427.00 / QUINTA
508,17-Mar-2018,SRIGANGANAGAR (F & V),APPLE  - सेब , 3154.00 / QUINTA
509,17-Mar-2018,SRIGANGANAGAR (F & V),BANANA  - केला , 1290.00 / QUINTA
510,17-Mar-2018,SRIGANGANAGAR (F & V),BITTER GOURD  - करेला , 1760.00 / QUINTA
511,17-Mar-2018,SRIGANGANAGAR (F & V),BRINJAL  - बैंगन , 1044.00 / QUINTA
512,17-Mar-2018,SRIGANGANAGAR (F & V),CAPSICUM  - शिमला मिर्च , 4524.00 / QUINTA
,,,,
513,17-Mar-2018,SRIGANGANAGAR (F & V),CARROT  - गाजर , 1680.00 / QUINTA
514,17-Mar-2018,SRIGANGANAGAR (F & V),CAULI FLOWER  - गोभी , 1530.00 / QUINTA
515,17-Mar-2018,SRIGANGANAGAR (F & V),CHILLY  - चिल्ली , 1914.00 / QUINTA
516,17-Mar-2018,SRIGANGANAGAR (F & V),CUCUMBER  - खीरा , 1892.00 / QUINTA
517,17-Mar-2018,SRIGANGANAGAR (F & V),GARLIC  - लहसुन , 2275.00 / QUINTA
518,17-Mar-2018,SRIGANGANAGAR (F & V),GINGER  - अदरक , 2225.00 / QUINTA
519,17-Mar-2018,SRIGANGANAGAR (F & V),LEMON  - नींबू , 2150.00 / QUINTA
520,17-Mar-2018,SRIGANGANAGAR (F & V),OKRA (LADY FINGER)  - भिन्डी , 1870.00 / QUINTA
521,17-Mar-2018,SRIGANGANAGAR (F & V),ONION  - प्याज , 1780.00 / QUINTA
522,17-Mar-2018,SRIGANGANAGAR (F & V),PAPAYA  - पपीता , 1840.00 / QUINTA
523,17-Mar-2018,SRIGANGANAGAR (F & V),PINE APPLE  - अनानास , 3560.00 / QUINTA
524,17-Mar-2018,SRIGANGANAGAR (F & V),POME GRANATE  - अनार , 6750.00 / QUINTA
525,17-Mar-2018,SRIGANGANAGAR (F & V),POTATO  - आलू , 237.00 / QUINTA
526,17-Mar-2018,SRIGANGANAGAR (F & V),PUMPKIN  - कद्दू , 968.00 / QUINTA
527,17-Mar-2018,SRIGANGANAGAR (F & V),RADDISH  - मूली , 420.00 / QUINTA
528,17-Mar-2018,SRIGANGANAGAR (F & V),TOMATO  - टमाटर , 2640.00 / QUINTA
529,17-Mar-2018,SRIGANGANAGAR (F & V),WATER MELON  - तरबूज , 1350.00 / QUINTA
530,17-Mar-2018,SRIGANGANAGAR (GRAIN),BAJRA BOLD  - बाजरा बोल्ड , 1077.00 / QUINTA
531,17-Mar-2018,SRIGANGANAGAR (GRAIN),GOWAR  - ग्वार , 3220.00 / QUINTA
532,17-Mar-2018,SRIGANGANAGAR (GRAIN),GRAM  - चना , 4123.00 / QUINTA
533,17-Mar-2018,SRIGANGANAGAR (GRAIN),GROUNDNUT (WHITE)  - मूंगफली (सफेद) , 2800.00 / QUINTA
